submission_id,image_path,verified_text,extracted_text,verified_at,topic,student_name,literal_verified,literal_verified_by,literal_verified_at,correction_edit_distance
green_writer3_1,images/greenbook/green_writer3_1.jpg,"#include <stdio.h>

int add(int x, int y) {
    return x + y;
}

int main() {
    int result = add(3, 4);
    printf(""Result: %d \n"", result);
    return 0;
}",,2026-08-30,,writer3,,,,
green_writer3_2,images/greenbook/green_writer3_2.jpg,"#include <stdio.h>
int main() {

    int num = 10;
    int *ptr = &num;
    printf(""Value: %d\n"", *ptr);
    return 0;
}",,2026-08-30,,writer3,,,,
green_writer3_3,images/greenbook/green_writer3_3.jpg,"#include <stdio.h>
int main() {
    int a, b, sum;
    scanf(""%d %d"", &a, &b);
    sum = a + b;
    printf(""sum = %d\n"", sum);
    return 0;
}",,2026-08-30,,writer3,,,,
green_writer3_4,images/greenbook/green_writer3_4.jpg,"#include <stdio.h>

int main() {
    int a, b, sum;
    scanf(""%d %d"", &a, &b);
    sum = a + b
    printf(""sum = %d\n"", sum);
    return 0;
}",,2026-08-30,,writer3,,,,
green_writer3_5,images/greenbook/green_writer3_5.jpg,"#include <stdio.h>

int main() {
    int arr[5] = {1, 2, 3, 4, 5};
    for (int i = 0; i < 5; i++) {
        printf(""%d \n"", arr[i]);
    }
    return 0;
}",,2026-08-30,,writer3,,,,
green_writer3_B1_1,images/greenbook/green_writer3_B1_1.jpg,"Final ans.
I. #include <stdio.h>
int main() {
    int num1, num2, num3, num4, num5;

    printf(""Input 5 digit numbers: "");
    scanf(""%d %d %d %d %d"", &num1, &num2, &num3, &num4, &num5);
    if (num1 == 0129 || num2 == 0129 || num3 == 0129 || num4 == 0129 ||
        num5 == 0129) {
        printf(""%d\t%d\t%d\t%d\t
        printf(""%d\t%d\t%d\t%d\t%d\t"", num1, num2, num3, num4, num5);
    }
    else {
        printf(""Please enter a 5 digit number."");
    }
    return 0;
}",,2026-08-30,,writer3,,,,
green_writer3_B1_2,images/greenbook/green_writer3_B1_2.jpg,"II
#include <stdio.h>
int main() {
    int starting, ending;
    int sum = 0;
    int odd = 0;
    printf(""Enter starting number (>=1): "");
    scanf(""%d"", starting);
    if (starting >= 1) {
        printf(""Enter ending number (<=50): "");
        scanf(""%d"", ending);

        if (ending < 50) {
            for (int start = 1; start < ending; start++) {
                if (start % != 2) {
                    odd++;
                    sum = sum + odd;
                    printf(""sum of odd numbers = %d"", sum);
                }
            }
        } else {
            printf(""Starting number must be atleast 1"");
        }
        return 0;
    }
}",,2026-08-30,,writer3,,,,
green_writer3_B1_3,images/greenbook/green_writer3_B1_3.jpg,"4/20 = 3.0

#include <stdio.h>

int main() {
int num1, num2, num3, num4, num5;

printf(""

int main() {
int starting, ending;
int sum = 0;
int odd = 0;

printf(""Enter starting number: (>=1): "");
scanf(""%d"", starting);
if (starting >= 1) {
    printf(""Enter ending number: (<=50): "");
    scanf(""%d"", ending);
    if (ending < 50) {
        for (int start = 1; start < ending; start++) {
            if (start % != 2 == 0)
            if (start % != 2) {
                odd++;
                sum = sum + odd;
                printf(""sum of odd numbers = %d"", sum);
            }
        } else {
            printf(""Ending number must not exceed 50."");
        }
    } else {
        printf(""Starting number must be atleast 1"");
        return 0;",,2026-08-30,,writer3,,,,
green_writer3_B2_1,images/greenbook/green_writer3_B2_1.jpg,"QUESTION NO. 1
RECURSIVE FUNCTION
for (5)
    int foo(int x) {
    if (x <= 0) {
        return 0;
    }
    return x + foo(x - 2);

    int foo(5) {
    if (5 <= 0) {
        return 0;
    }
    return 5 + foo(5 - 2);

QUESTION NO. 3.
OUTPUT OF THE FOLLOWING CODE
    int x = 5;
    printf(""%d %d %d"", x, x++, ++x);
SIMULATION
    printf(""%d %d %d"", x, x++, ++x);
    Output: 5 6 6

QUESTION NO. 4.
OUTPUT OF THE FOLLOWING CODE
    int main() {
        int a = 5;
        int b = 2;
        printf(""%d"", a/b*b);
        return 0;
    }
                            SIMULATION
                            printf(""%d"", 5/2*2)",,2026-08-30,,writer3,,,,
green_writer3_B3_1,images/greenbook/green_writer3_B3_1.jpg,"timetype
1. #include <stdio.h>
typedef struct {
    int hour, minute, second;
} timeType;

void displayOrdinaryTime(myTime clock) {
    timeType h, m, s;
    h = clock.hour % 24;
    m = clock.minute % 60;
    s = clock.second % 60;
    printf(""%02d:%02d:%02d"", h, m, s);
}

void displayMilitaryTime(myTime clock) {
    timeType h, m, s;
    h = clock.hour % 24;
    m = clock.minute % 60;
    s = clock.second % 60;
    if (h == 24) h = 0; if (m == 60) m = 0; if (s == 60) s = 0;
    printf(""%02d:%02d:%02d"", h, m, s);
}

int main() {
    timeType clock
    printf(""input hour: "");
    scanf(""%d"", &clock.hour);
    printf(""input minute: "")
    scanf(""%d"", &clock.minute);
    printf(""input second: "");
    scanf(""%d"", &clock.second);",,2026-08-30,,writer3,,,,
green_writer3_B3_2,images/greenbook/green_writer3_B3_2.jpg,"#include <stdio.h>

int main() {
    int m[3][3] = {1,2,3,4,5,6,7,8,9};
    int rows;

    printf(""Enter row: "");
    scanf(""%d"", rows);

    void printMatrix(int m, rows);
    int i, j;
    for (i = 0; i < 3; i++) {
        for (j = 0; j < 3; j++) {
            printf(""total of Even"");
            Even();
        }
    }
}

void printMatrix(int m[][], int rows) {
    int i, j;
    for (i = 0; i < 3; i++) {
        for (j = 0; j < 3; j++) {
            printf(""%d "", m[i][j]);
        }
    }",,2026-08-30,,writer3,,,,
green_writer4_B1_1,images/greenbook/green_writer4_B1_1.jpg,"Test Case 4:
#include <stdio.h>
int main() {
    int num;
    printf(""Enter starting number: "");
    scanf(""%d"", &num);
    if (num < 1) {
        printf(
    printf(""Enter ending number: "");
    scanf(""%d"", &num);
    if (num > 50) {
        printf(""Ending must not exceed 50."");
    }
    return 0;
}

4
5|20
20
0

Test case 5:
#include <stdio.h>
int main() {
    int num, sum;
    printf(""Enter starting number: "");
    scanf(""%d"", &num);
    printf(""Enter ending number: "");
    scanf(""%d"", &num);
    if sum = num % 2 != 0;
    printf(""Sum of odd numbers = %d"", sum);
    return 0;
}

Test case 6:
#include <stdio.h>
int main() {
    int num, sum;
    printf(""Enter starting number: "");
    scanf(""%d"", &num);
    printf(""Enter ending number: "");
    scanf(""%d"", &num)
    sum",,2026-08-30,,writer4,,,,
green_writer4_B2_1,images/greenbook/green_writer4_B2_1.jpg,"Test 2 #1
#include <stdio.h>

int main() {
    char car[6] = '10';
    int num[5] = {};
    printf(""enter a five digit number"");
    switch (num[5]) {
    case 1{
        scanf(""%d"", &num[5]);
        printf(""%d\n"", num[5]);
        break;
    }
    case 2{
        scanf(""%d"", &num[5]);
        printf(""%d\n"", num[5]);
        break;
    }
    case 3{
        if (num[5] == 0) {scanf(""%d"", &num[5]);
            printf(""please enter a 5 digit number\n"");
        } else {
            printf(""%d\n"", num[5]);
        }
    }
    case 4{
        if (num[5] >= num[5]--) {scanf(""%d"", &num[5]);
            printf(""Please enter a valid 5 digit number\n"");
        } else {
            printf(""%d\n"", num[5]);
        }
    }",,2026-08-30,,writer4,,,,
green_writer4_B2_2,images/greenbook/green_writer4_B2_2.jpg,"Case 5 {
    if (num[5] <= 99999) {scanf(""%d"", &num[5]);
        printf(""please enter a 5 digit number\n"");
    } else {
        printf(""%d\n"", num[5]);
    }
}
Case 6 {
    if (num[5] == 0) {scanf(""%d"", &num[5]);
        printf(""please enter a 5-digit number\n"");
    } else {
        printf(""%d\n"", num[5]);
    }
}
Case 7 {",,2026-08-30,,writer4,,,,
green_writer4_B2_3,images/greenbook/green_writer4_B2_3.jpg,"#2
#include <stdio.h>
int main() {
    int Snum = 0;
    int Enum = 0;

switch (int Snum, int Enum) {
case 1:
    printf(""enter a starting num (>=1):\n"");
    scanf(""%d"", &Snum);
    if (Snum >= 1) {
        printf(""starting num: %d\n"");
    }
    printf(""enter Ending num (<=50)"");
    scanf(
    if (Enum <= 50

#include <stdio.h>
int main() {
    int Snum = 0;
    int Enum = 0;
switch (int Snum, int Enum);
case 1:
    printf(""enter a starting num (>=1): \n"");
    if (Snum >= 1) {
        scanf(""%d"", Snum);
        printf(""starting num: %d"");
    }
else if (Enum <= 50) {
    scanf(""%d"", Enum);
    printf(""Ending num: %d"");
}",,2026-08-30,,writer4,,,,
green_writer4_B3_1,images/greenbook/green_writer4_B3_1.jpg,"12:35 should be display 12:36
12:36 shall as 0030

#include <stdio.h>

int main() {

void displayOrdinaryTime(myTime clock)

typedef struct {
    int hour, minute, second;
} timeType;

void displayOrdinaryTime(myTime clock)

printf(""the time is: 12:30"");
return OrdinaryTime;

void displayMilitaryTime(myTime clock)

print(""Time in Military is: 0030"");

return Military Time;",,2026-08-30,,writer4,,,,
green_writer4_B3_2,images/greenbook/green_writer4_B3_2.jpg,"int main() {

int hour, minute, second;

displayOrdinaryTime() {
    printf(""Time today is: "");
    scanf(""%d "", &myTimeClock);
}

display Military time() {
    printf(""Time in Military is: "");
    scanf(""%.d "", &MilitaryTime);
}
return 0;
}",,2026-08-30,,writer4,,,,
green_writer5_B1_1,images/greenbook/green_writer5_B1_1.jpg,"1.
#include <stdio.h>
int main() {
int num;

printf(""enter a 5 digit numbers: "");
scanf(""%d\n"", &num);

if (num == 5)

printf(""%d  %d  %d  %d  %d"",
    &num, &num, &num, &num, &num);

else {
    printf(""Please enter a 5 digit number."");
}

return 0;
}",,2026-08-30,,writer5,,,,
green_writer5_B1_2,images/greenbook/green_writer5_B1_2.jpg,"plus
#include <stdio.h>
int addFive(int x) {
    return x + 5;
}
int main(void) {
    int a = 10;
    a = addFive(a);
    printf(""%d\n"", a);
    return 0;
}",,2026-08-30,,writer5,,,,
green_writer5_B2_1,images/greenbook/green_writer5_B2_1.jpg,"1. #include <stdio.h>
int main() {
int n1, n2, n3, n4, n5;
printf(""Please enter a 5 digit number: "");
scanf(""%d %d %d %d %d"", &n1, &n2, &n3, &n4, &n5);

if (n1 >= 1",,2026-08-30,,writer5,,,,
green_writer5_B2_2,images/greenbook/green_writer5_B2_2.jpg,"1. #include <stdio.h>
int main() {
int num1;
printf(""Enter a 5 digit number: "");
scanf(""%d"", &num1);
if (num1 >= 10000 && num1 <= 99999) {
    printf(""%d\n"", num1);
} else {
    printf(""Please enter a 5 digit number."");
}
return 0;
}

2. #include <stdio.h>
int main() {
int num1, num2, sum;
printf(""Enter starting number (>=1): "");
scanf(""%d"", &num1);
printf(""Enter ending number (<=50): "");
scanf(""%d"", &num2);
if (num1 < 1) {
    printf(""Starting number must be at least 1."");
} else if (num2 > 50) {
    printf(""Ending number must not exceed 50."");
} else {",,2026-08-30,,writer5,,,,
green_writer5_B2_3,images/greenbook/green_writer5_B2_3.jpg,"1. #include <stdio.h>
int main() {
float num1;
printf(""Enter a 5 digit number: "");
scanf(""%f"", &num1);
if (num1 >= 10000 && num1 <= 99999) {
    printf(""%.1f \n %.2f \n %.3f \n %.4f \n %.5f \n"", num1);
} else {
    printf(""Please enter a 5 digit number!"");
}
return 0;
}

2. #include <stdio.h>
int main() {
    int num1, num2, sum;
    printf(""Enter starting number (>=1): "");
    scanf(""%d"", &num1);
    printf(""Enter ending number (<=50): "");
    scanf(""%d"", &num2);
    if (num1 < 1) {
        printf(""Starting number must be at least 1."");
    } else if (num2 > 50) {
        printf(""Ending number must not exceed 50."");
    } else {
        for {
            num1 <= num2;
            num1++;
            num1 % 2 != 0;
            num1 += sum;
            printf(""Sum of odd numbers = <%d>"", sum);
        }",,2026-08-30,,writer5,,,,
green_writer5_B2_4,images/greenbook/green_writer5_B2_4.jpg,"10,000

x = 1                    num1 % 2 != 0;
x <= 20                   num1 += sum;
x++                      printf(""sum it odd nn

if (n1 >= 10000 && n1 <= 99999) {
    printf(""

for { num1 <= num2;
    num1++;
    num1 %",,2026-08-30,,writer5,,,,
green_writer5_B3_1,images/greenbook/green_writer5_B3_1.jpg,"typedef struct {
    int hour, minute, second;
} timetype;

void displayOrdinaryTime(myTime clock) {
    if (clock.hour >= 0 && clock.hour <= 9) {
        printf(""0%d:"", clock.hour);
    } else {
        printf(""%d:"", clock.hour);
    }

    if (clock.minute >= 0 && clock.minute <= 9) {
        printf(""0%d:"", clock.minute);
    } else {
        printf(""%d:"", clock.minute);
    }

    if (clock.second >= 0 && clock.second <= 9) {
        printf(""0%d:"", clock.second);
    } else {
        printf(""%d:"", clock.second);
    }
}

void displayMilitaryTime(myTime clock) {",,2026-08-30,,writer5,,,,
green_writer5_B3_2,images/greenbook/green_writer5_B3_2.jpg,"#include <stdlib.h>
#include <string.h>

void inputWord() {
    printf(""Enter Word: "");
    scanf(""%c"")

    {
        char [20]
        if (char = 'A', e, i, o, u')
            printf("" e "");
    }
    return 0;",,2026-08-30,,writer5,,,,
green_writer5_B3_3,images/greenbook/green_writer5_B3_3.jpg,"#include <stdio.h>
int Even(int m[][3], int rows) {
    int count = 0;
    int i, j;
    printf("" Even numbers greater than 20 ==\n"");

    for (i = 0; i < rows; i++) {
        for (j = 0; j < 3; j++) {
            if (m[i][j] > 10 && m[i][j] % 2 == 0) {
                printf("" %d at position [%d][%d]\n"", m[i][j], i, j);
                count++;
            }
        }
    }
    if (count == 0) {
        printf("" No even numbers greater than 10 found.\n"");
    }
    return count;
}
void printMatrix(int m[][3], int rows)
    int i, j;
    printf(""matrix (%d x %d) \n"", rows, 3);
    printf(""\n"");
    for (i = 0; i < rows; i++) {
        printf(""| "");
        for (j = 0; j < 3; j++) {
            printf(""%d "", m[i][j]);
        }
        printf(""\n"");
    }
    printf(""\n"")",,2026-08-30,,writer5,,,,
green_writer5_B3_4,images/greenbook/green_writer5_B3_4.jpg,"int main() {
int matrix [3][3];
int i, j;

printf("" 3x3 matrix program \n"")
printf("" Enter a integer values for 3x3 matrix: \n"");
for (i = 0; i < 3; i++) {
    for (j = 0; j < 3; j++)
        printf(""Enter element [%d][%d] = "", i, j);
    scanf(""%d "", matrix[i][j]);
}

printf(""matrix 3"");
count = Even(matrix, 3);
printf(""Summary"");
printf(""Total count: %d\n"", count);

return 0;
}",,2026-08-30,,writer5,,,,
green_writer6_B2_1,images/greenbook/green_writer6_B2_1.jpg,"II
1. #include <stdio.h>

int main() {
int num

    printf(""Enter five digits"");
    scanf(""%d%d%d%d%d"", &num);

    if (num == 5) {
        printf(""%d \t %d \t%d\t%d\t%d"",
        &num);
    }
    else {
        printf(""Please enter a 5 digit number"");
    }
    return 0;
}",,2026-08-30,,writer6,,,,
green_writer6_B2_2,images/greenbook/green_writer6_B2_2.jpg,"2. #include <stdio.h>

int main() {
    int s, int e, sum;

    printf(""Enter a starting number\n"");
    scanf(""%d"", &s);
    printf(""Enter a Ending number"");
    scanf(""%d"", &e);

    if (int s < 1) {
        printf(""Starting number must be atleast 1"");
    } else if (int e > 50) {
        printf(""Ending number must not exceed 50"");
    } else {
        sum = int s + e % 2;
        printf(""sum of odd numbers = %d"", sum);
    }
    return 0;
}",,2026-08-30,,writer6,,,,
green_writer6_B3_1,images/greenbook/green_writer6_B3_1.jpg,"1 (military time)
1) typedef struct {
    int hour, minute, second;
} timetype;

implement the following functions:

a) void displayOrdinaryTime(myTime clock)
/* this function is used to display the time in hh:mm:sec
example: 12:35am shall be displayed as 12:30:00*/

a) void displayOrdinaryTime(myTime clock)
timetype time;

if (time.minute > 59)
    time.hour++;
if (time.second > 59)
    time.minute++;
if (time.second < 60)
    time.second++;

printf(""%d:%d:%d"", time.hour, time.minute, time.second);",,2026-08-30,,writer6,,,,
green_writer6_B3_2,images/greenbook/green_writer6_B3_2.jpg,"b) void displayMilitaryTime(myTime clock)
   this function is used to display the time in military time
   example 12:30am shall be displayed as 0030*

void displayMilitaryTime(myTime clock)
    timetype t;
    if (t.hour > 23)
        t.hour = 0;

    if (t.minute > 59) {
        t.hour++; }

    if (t.second > 59) {
        t.minute++; }

    if (t.second < 60) {
        t.second++; }

    if (t.hour => 0 && t.hour =< 12) {
        printf(""0%d:%d "", t.hour, t.minute);

    if (t.hour > 12 && t.hour =< 23)
        printf(""%d:%d "", t.hour, t.minute);",,2026-08-30,,writer6,,,,
green_writer6_B3_3,images/greenbook/green_writer6_B3_3.jpg,"2) string
Make a program that will input a string (maximum of
20 characters), the program divides the output of the strings
into different lines if it encounters a vowel. Replace
all vowels with *.

use a function F1() for the output display
#include <stdio.h>
#include <string.h>

int main() {
    char F1[20];

    printf(""Input a word: "");
    fgets(F1[20], sizeof(F1[]), stdin);

    display(F1[20]);
}
void display(F1[20]) {
    char vowels = A, E, I, O, U, a, e, i, o, u;

    if (F1[20] == vowels)
        F1 = *

    printf(""%s "", F1[20]);
}",,2026-08-30,,writer6,,,,
green_writer6_B3_4,images/greenbook/green_writer6_B3_4.jpg,"void printMatrix(int m[], int rows) that prints a 2D array
in matrix format

void printMatrix(int m[][], int rows) {
int i = 0;
int j = 0;

for (i; i < 3; i++) {
  for (j; j < 3; j++) {
    printf(""%d "", m[i][j]);
  }
}

int Even(m[][]) {
  int i = 0, int j = 0;
  even = m[i][j] % 2;

  if (m[i][j] > 0 && m[i][j] == even) {
    for (i; i > 3; i++) {
      for (j; j > 3; j++) {
        if (m[i][j] > 0 && m[i][j] == even) {
          printf(""%d "", m[i][j]);
        }
      }
    }
    return m[i][j];
  }
}",,2026-08-30,,writer6,,,,
green_writer7_B2_1,images/greenbook/green_writer7_B2_1.jpg,"result
printf(""Output "", &num1\t, &num2\t, &num3\t, &num4\t, &num5\t);

return 0;
}

2. #include <stdio.h>

int main() {
    int num1, num2, odd, result;

    printf(""Enter starting number: "");
    scanf(""%d"", &num1);

    if (num1 < 1 || num1 > 50)
        printf(""The starting number should be less than 50 or greater than or equal to 1);

    printf(""Enter ending number: "");
    scanf(""%d"", &num2);

    if (num2 < 1 || num2 > 50)
        printf(""The ending number should be less than 50 or greater than or equal to 1."");

    if (num1 > num2)
        printf(""The starting number should not exceed the ending number."");

    odd1 = num1 % 1;
    odd2 = num2 % 2;

    result = odd1 + odd2;
    printf(""Output: "", result);",,2026-08-30,,writer7,,,,
green_writer7_B2_2,images/greenbook/green_writer7_B2_2.jpg,"return 0;
}",,2026-08-30,,writer7,,,,
green_writer7_B3_1,images/greenbook/green_writer7_B3_1.jpg,"1.
a. void displayOrdinaryTime(myTime clock) {
    printf(""%d"", timeType.hour);
    scanf(""%d"", &timeType.hour);
    printf(""%d"", timeType.minute);
    scanf(""%d"", &timeType.minute);
    printf(""%d"", timeType.second);
    scanf(""%d"", &timeType.second);
    printf(""Your TIME: %d:%d:%d"", timeType.hour, timeType.minute, timeType.second);
}

b. void displayMilitaryTime(myTime clock) {
int hh, mm, ss;
for (ss = 0; ss > 60; ss++) {
else if (ss == 60) {
ss = 0;
mm + 1; } }
for (mm = 0; mm > 60; mm++) {
else if (mm == 60) {
mm = 0;
hh + 1; } }
for (hh = 0; hh > 24; hh++) {
if (hh == 24) {
hh = 0; }
}

displayOrdinaryTime();
}",,2026-08-30,,writer7,,,,
green_writer7_B3_2,images/greenbook/green_writer7_B3_2.jpg,"3.
#include <stdio.h>
#define row 3
#define col 3

void printMatrix(int m[][], int rows) {
  for (int i = 0; i > row; i++) {
    for (int j = 0; j > col; j++) {
      printf(""%d "", Matrix[i][j]);}}}


void even() { int n;
for (int i = 0; i > row; i++) {
for (int j = 0; j > col; j++) {
  printf(""%d "", Matrix[i][j]);}}
}",,2026-08-30,,writer7,,,,
green_writer8_B2_1,images/greenbook/green_writer8_B2_1.jpg,"II. 1.)
#include <stdio.h>

Main int main() {

int num;

printf(""Enter Input: "");

if (num > 0) {
    printf(""%d %d %d %d %d"", num);
} else {
    printf(""Please Enter 5-digit number"");
}

    return 0;
}",,2026-08-30,,writer8,,,,
green_writer8_B2_2,images/greenbook/green_writer8_B2_2.jpg,"II.
2)
#include <stdio.h>

int main() {

    int num1, num2;

    printf(""Enter Starting Number (>=1): "");
    scanf(""%d"", &num1);

    printf(""Enter Ending Number (<=50): "");
    scanf(""%d"", &num2);

    if (num1 >= 1) {
        printf(""%d"");
    }
    else if (num2 <= 50) {
        printf(""%d"");
    }
    else if (num1 > num2) {
        printf(""Starting number must be less than or equal to
            the ending number"");
    }
    else if (num2 >= 50) {
        printf(""Ending number must not exceed 50."");
    }
    else if (num1 % 2 != 0 || num2 % 2 == 0) {
        printf(""Sum of odd number = %d"");
        return 0;",,2026-08-30,,writer8,,,,
green_writer8_B3_1,images/greenbook/green_writer8_B3_1.jpg,"2
#include <stdio.h>
#include <ctype.h>

#define size 20

void F1(char words[]);
int FoundVowel(char words[], int i);

int main()
{
    char words[size];
    printf(""String: "");
    scanf(""%19s"", words); // leave space for '\0' to avoid errors
    F1(words);
    return 0;
}
void F1(char words[])
{
    int i, vowel;
    printf(""Output \n"");
    for(i=0; words[i] != '\0'; i++)
    {
        vowel = FoundVowel(words, i);
        if (vowel)
            printf(""*\n"");
        else printf(""%c"", words[i]);
    }
}",,2026-08-30,,writer8,,,,
green_writer9_B2_1,images/greenbook/green_writer9_B2_1.jpg,"Question 1:
#include <stdio.h>
int main() {
    int fiveDigits;

    printf(""Please enter a five-digit number: "");
    scanf(""%d"", &fiveDigits);

    if (fiveDigits <= 5) {
        printf(""%3d "", &fiveDigits);
    } else if (fiveDigits > 5) {
        printf(""Please enter a 5 digit number\n"");
    }

    return 0;
}",,2026-08-30,,writer9,,,,
green_writer9_B2_2,images/greenbook/green_writer9_B2_2.jpg,"Question 2:
#include <stdio.h>
int main() {
    int start, end, sum;

    printf(""Enter starting number (>=1): "");
    scanf(""%d"", &start);
    printf(""Enter ending number (<=50): "");
    scanf(""%d"", &end);
    if (start < 1) {
        printf(""Starting number must be at least 1."");
    }

    if (end >= 50) {
        printf(""Ending must not exceed to 50."");
    }

    else if (start + end == sum) {
        printf(""Sum of odd numbers = %d"", sum);
    }
    return 0;
}",,2026-08-30,,writer9,,,,
green_writer9_B2_3,images/greenbook/green_writer9_B2_3.jpg,"0  1, 3, 3, 4
0 5  2, 4, 6, 8, 10

i = 0, i < 5; i++
sum += arr[i];
sum += 5[0]

    5
  x 2
% 2 == 0 or 7 > 10",,2026-08-30,,writer9,,,,
yellow_writer1_2,images/yellow_pad/yellow_writer1_2.jpg,"#include <stdio.h>

int main() {
    float celsius = 25.0;
    float fahrenheit = (celsius * 9.0/5.0) + 32.0;

    printf(""%.2f Celsius is equal to %.2f Fahrenheit\n"", celsius, fahrenheit);

    return 0;
}",,2026-08-30,,writer1,,,,
yellow_writer1_3,images/yellow_pad/yellow_writer1_3.jpg,"#include <stdio.h>
#include <ctype.h>

int main() {
    char ch = 'E';

    switch (tolower(ch)) {
    case 'a': case 'e': case 'i': case 'o': case 'u':
        printf(""%c is a vowel.\n"", ch);
        break;
    default:
        printf(""%c is a consonant.\n"", ch);
    }

    return 0;
}",,2026-08-30,,writer1,,,,
yellow_writer1_4,images/yellow_pad/yellow_writer1_4.jpg,"#include <stdio.h>
int main() {
    int num = 14; // You can change this or use scanf

    if (num % 2 == 0) {
        printf(""%d is Even\n"", num);
    } else {
        printf(""%d is Odd\n"", num);
    }
    return 0;
}",,2026-08-30,,writer1,,,,
yellow_writer2_2,images/yellow_pad/yellow_writer2_2.jpg,"#include <stdio.h>
int main() {
    int arr[5] = {1,2,3,4,5};
    for (int i = 0; i < 5; i++) {
        printf(""%d \n"", arr[i]);
    }
}",,2026-08-30,,writer2,,,,
yellow_writer2_3,images/yellow_pad/yellow_writer2_3.jpg,"#include <stdio.h>
int main() {
    int rows = 5;
    for (int i = 1; i <= rows; i++) {
        for (int j = 1; j <= i; j++) {
            printf(""*"");
        }
        printf(""\n"");
    }
    return 0;
}",,2026-08-30,,writer2,,,,
yellow_writer3_2,images/yellow_pad/yellow_writer3_2.jpg,"include <stdio.h>
in+ main(){
for (int 1 = 1; i <= 5; i++) {
printf (""Iteration number: %d\n"", i);
}
return 0;
}",,2026-08-30,,writer3,,,,
yellow_writer3_3,images/yellow_pad/yellow_writer3_3.jpg,"#include <stdio.h>
int main() {
    int battery = 3;

    while (battery > 0) {
        printf(""Device running... Battery: %d%%\n"", battery);

        battery--;
    }

    printf(""Battery depleted!\n"");

    return 0;
}",,2026-08-30,,writer3,,,,
yellow_writer3_4,images/yellow_pad/yellow_writer3_4.jpg,"#include <stdio.h>
int main() {
    int score = 85;

    if (score >= 90) {
        printf(""Grade: A\n"");
    }
    else if (score >= 80 && score < 90) {
        printf(""Grade: B\n"");
    }
    else {
        printf(""Grade: Needs Improvement\n"");
    }

    return 0;
}",,2026-08-30,,writer3,,,,
yellow_writer4_10,images/yellow_pad/yellow_writer4_10.jpg,"C

#include <stdio.h>
#include <stdbool.h>

bool is_prime(int n) {
    if (n <= 1) return false;
    if (n <= 3) return true;
    if (n % 2) == 0 || n % == 0) return false;

    for (int i = 5; i * i <= n; i += 6) {
        if (n % == 0 || n % (i + 2) == 0) {
            return false;
        }

    rn true;


(void) {
     num;
    if(""Enter a positive integer: "");
    if (scanf(""%d"", num) == 1) {
        printf(""%d is %s\n"", num, is_prime(num) ?

    }
    return 0;
}",,2026-08-30,,writer4,,,,
yellow_writer4_2,images/yellow_pad/yellow_writer4_2.jpg,"#include <stdio.h>
int main() {
    int num;
    printf(""input a number"");
    scanf(""%d"", &num);

    if (num > 0) {
        if (num % 2 == 0) {
            printf(""%d is Positive and Even.\n"", num);
        } else {
            printf(""%d is positive and odd.\n"", num);
        }
    } else if (num < 0) {
        if (num % 2 == 0) {
            printf(""%d is negative and Even.\n"", num);
        } else {
            printf(""%d is Negative and odd.\n"", num);
        }
    } else {
        printf(""the number is zero.\n"");
    }
}",,2026-08-30,,writer4,,,,
yellow_writer4_3,images/yellow_pad/yellow_writer4_3.jpg,"#include <stdio.h>
int main() {
    char op;
    double a, b;

    do {
        printf(""input an operator (+,-,*,/) or q to quit"");
        scanf(""%c"", &op);

        if (op == 'q') {
            printf(""exitting"");
            break;
        }

        if (op == '+' || op == '-' || op == '*' || op == '/') {
            printf(""entern two numbers"");
            scanf(""%lf %lf"", &a, &b);

            switch (op) {
            case '+': printf(""Result: %.2lf \n"", a+b); break;
            case '-': printf(""Result: %.2lf\n"", a-b); break;
            case '*': printf(""Result: %.2lf\n"", a*b); break;
            case '/': printf(""Result: %.2lf\n"", a/b); break;
                if (b != 0)
                    printf(""result: %.2lf\n"", a / b);
                else printf(""Error: Cannot divided by zero\n""); break;
            }
        } else {
            printf(""invalid input\n"");
        }
    } while (op != 'q'); return 0;
}",,2026-08-30,,writer4,,,,
yellow_writer4_4,images/yellow_pad/yellow_writer4_4.jpg,"#include <stdio.h>
int main() {
    int matrix[3][3] = {
        {10, 20, 30},
        {40, 50, 60},
        {70, 80, 90}
    };

    for (int j=0; j<3; j++) {
        printf(""[%d][%d] = %d\t"", i, j, matrix[i][j]);
    }
    printf(""\n"");
    return 0;
}",,2026-08-30,,writer4,,,,
yellow_writer4_5,images/yellow_pad/yellow_writer4_5.jpg,"#include <stdio.h>
int main() {
    int rows = 5;
    for (int i = 1; i <= rows; i++) {
        for (int j = 1; j <= i; j++) {
            printf(""* "");
        }
        printf(""\n"");
    }
    return 0;
}",,2026-08-30,,writer4,,,,
yellow_writer4_6,images/yellow_pad/yellow_writer4_6.jpg,"#include <stdio.h>

float celsius_to_fahrenheit(float c) {
    return (c * 9.0f / 5.0f) + 32.0f;
}

int main(void) {
    float celsius;

    printf(""Enter temperature in Celsius: "");
    if (scanf(""%f"", celsius) != 1) {
        printf(""Invalid input.\n"");
        return 1;
    }

    float fahrenheit = celsius_to_fahrenheit(celsius);
    printf(""%.2f C = %.2f F\n"", celsius, fahrenheit);
    return 0;
}",,2026-08-30,,writer4,,,,
